Education,JoiningYear,City,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot,Salary
Bachelors,2014,Bangalore,29,Male,No,4,1,62212.58
Bachelors,2017,New Delhi,29,Female,No,3,0,70756.23
PHD,2015,Pune,26,Female,No,4,0,47219.54
Bachelors,2017,Bangalore,30,Female,No,5,0,92246.92
Bachelors,2016,Pune,26,Male,No,4,0,70884.46
Masters,2013,Pune,26,Male,No,4,1,74130.37
Bachelors,2012,Pune,29,Female,No,2,1,48282.31
Bachelors,2018,Bangalore,30,Male,Yes,2,1,101624.31
Bachelors,2016,Bangalore,27,Male,No,5,0,93453.06
Bachelors,2015,Bangalore,26,Male,No,4,0,72605.73
Bachelors,2018,Bangalore,28,Female,No,3,1,47175.55
Bachelors,2012,Bangalore,28,Male,No,0,1,72376.25
Bachelors,2014,Bangalore,27,Male,No,5,0,68123.01
Bachelors,2012,Bangalore,28,Female,Yes,0,0,74201.21
Masters,2014,New Delhi,28,Male,No,2,0,72772.96
Bachelors,2012,Bangalore,26,Female,No,4,0,48337.07
Bachelors,2015,Pune,27,Male,No,5,0,82895.63
Bachelors,2016,Bangalore,28,Male,Yes,2,0,82996.5
Bachelors,2018,Pune,29,Male,Yes,3,1,70388.32
Bachelors,2014,New Delhi,29,Male,Yes,4,0,69716.83
Bachelors,2015,Bangalore,29,Male,No,1,0,91642.45
Masters,2018,Bangalore,27,Male,Yes,5,1,70591.39
Bachelors,2014,Bangalore,28,Male,No,5,0,69487.96
Masters,2017,Pune,27,Male,No,5,0,42664.93
Bachelors,2017,Pune,27,Male,No,5,0,43480.49
Bachelors,2014,Bangalore,28,Male,No,4,0,73087.77
Bachelors,2017,New Delhi,26,Male,No,4,0,38188.9
Bachelors,2017,Pune,29,Female,No,0,1,78221.59
Bachelors,2012,Bangalore,26,Female,No,4,0,57201.62
Bachelors,2017,New Delhi,26,Female,No,4,0,57115.76
Bachelors,2017,Pune,26,Female,No,4,1,40415.91
Bachelors,2014,Bangalore,30,Male,No,1,0,74154.01
Bachelors,2018,Bangalore,29,Male,No,2,1,74981.58
Masters,2013,Bangalore,30,Male,No,2,1,81821.86
Bachelors,2016,Bangalore,27,Female,No,5,0,86301.21
Bachelors,2016,New Delhi,26,Female,No,4,0,83359.15
Bachelors,2017,Bangalore,30,Male,No,1,0,28862.96
Bachelors,2015,New Delhi,30,Female,Yes,1,0,82798.67
Bachelors,2013,Pune,30,Male,No,0,0,83833.25
Bachelors,2015,Pune,27,Male,No,5,0,80306.41
Bachelors,2017,Pune,30,Female,No,1,1,68421.31
PHD,2018,New Delhi,30,Male,No,2,1,47475.51
Bachelors,2018,Bangalore,29,Male,Yes,1,1,56654.75
Bachelors,2013,Bangalore,30,Male,Yes,0,0,99996.57
Bachelors,2017,Bangalore,27,Male,No,5,1,81240.93
Bachelors,2016,New Delhi,29,Female,Yes,2,0,88522.34
Bachelors,2013,Pune,28,Male,No,5,0,82448.16
Bachelors,2014,New Delhi,26,Male,No,4,0,100143.7
Bachelors,2015,Pune,30,Female,No,1,1,59916.5
Masters,2013,New Delhi,26,Male,No,4,1,44591.87
Bachelors,2016,Bangalore,26,Male,No,4,0,83935.07
Masters,2012,Pune,27,Male,Yes,5,1,67910.55
Bachelors,2017,Bangalore,27,Female,No,5,0,102796.31
Bachelors,2013,Bangalore,30,Male,No,1,0,73058.92
Bachelors,2014,New Delhi,27,Male,No,5,0,64566.28
Masters,2013,Bangalore,30,Male,No,1,1,60641.84
Bachelors,2016,Bangalore,29,Male,No,2,1,70428.21
Bachelors,2016,Bangalore,28,Male,No,3,0,76097.48
Masters,2017,New Delhi,29,Female,No,2,0,78568.65
Bachelors,2014,New Delhi,26,Male,No,4,0,74658.79
Masters,2018,New Delhi,30,Male,No,2,1,74394.39
Masters,2014,Pune,27,Female,No,5,1,65534.27
Bachelors,2017,Pune,29,Male,No,0,0,68802.63
Masters,2016,New Delhi,30,Male,No,2,0,85054.04
Masters,2017,New Delhi,30,Male,No,3,1,82423.04
Bachelors,2013,Pune,30,Female,No,1,1,43188.77
Masters,2014,New Delhi,28,Female,No,3,0,103763.81
Bachelors,2013,Pune,26,Male,No,4,0,73193.88
Bachelors,2017,Bangalore,30,Male,No,2,0,40644.31
Bachelors,2016,Bangalore,28,Male,Yes,3,0,54602.93
Bachelors,2013,Pune,30,Female,Yes,1,1,26356.06
Bachelors,2013,Bangalore,30,Female,No,5,0,91036.06
Bachelors,2016,Bangalore,27,Male,No,5,0,90229.54
Bachelors,2015,Pune,27,Male,No,5,0,83006.67
Masters,2012,New Delhi,26,Female,No,4,0,118569.37
Bachelors,2013,Pune,26,Male,Yes,4,0,59388.7
Bachelors,2018,Bangalore,27,Male,No,5,1,85775.88
PHD,2018,New Delhi,30,Female,No,4,1,43710.98
Bachelors,2017,Bangalore,29,Male,No,3,0,73990.46
Bachelors,2013,Bangalore,28,Male,No,1,0,59581.88
Bachelors,2012,Bangalore,28,Male,Yes,2,0,79507.28
Masters,2017,New Delhi,30,Male,No,2,0,33046.26
Bachelors,2017,New Delhi,26,Female,No,4,0,49290.9
Masters,2013,Bangalore,29,Female,No,2,1,33006.51
Bachelors,2012,Pune,29,Male,No,5,0,112281.78
Bachelors,2014,Bangalore,27,Male,No,5,0,91264.19
Bachelors,2015,Bangalore,29,Male,No,4,0,95789.27
Bachelors,2014,Bangalore,29,Male,No,3,1,98656.9
Bachelors,2018,Bangalore,28,Male,No,0,1,99019.47
Bachelors,2012,Bangalore,27,Male,No,5,1,71643.15
Bachelors,2017,New Delhi,26,Male,No,4,0,62794.87
Bachelors,2014,Pune,29,Female,No,1,1,45716.05
Bachelors,2017,Bangalore,29,Male,No,4,0,91406.9
Bachelors,2015,Pune,28,Female,No,3,1,57953.22
Bachelors,2017,Bangalore,28,Male,No,5,0,79652.51
Bachelors,2017,Bangalore,29,Male,No,0,0,99651.23
Bachelors,2017,Bangalore,30,Male,No,2,0,80178.45
Bachelors,2017,New Delhi,26,Female,No,4,0,38230.45
Masters,2017,New Delhi,30,Female,No,2,0,56080.14
Bachelors,2015,Pune,29,Female,No,4,1,55455.89
Bachelors,2014,Pune,29,Female,No,1,1,97966.39
Bachelors,2012,Bangalore,28,Male,No,2,0,98999.03
Bachelors,2012,Bangalore,28,Female,No,4,0,88782.73
Bachelors,2017,Bangalore,29,Female,No,5,0,82832.45
Bachelors,2015,Bangalore,30,Male,Yes,3,0,47770.74
Masters,2012,Pune,26,Male,No,4,1,75335.06
Bachelors,2018,Bangalore,28,Male,No,5,1,75305.09
Bachelors,2017,New Delhi,30,Male,No,5,0,57828.65
Bachelors,2012,New Delhi,27,Female,No,5,0,86498.35
Bachelors,2017,New Delhi,26,Female,No,4,0,79006.11
Bachelors,2014,Bangalore,27,Male,Yes,5,0,72311.78
Bachelors,2014,Bangalore,30,Male,No,0,0,53167.23
Bachelors,2014,New Delhi,30,Female,No,2,0,68262.12
Bachelors,2012,New Delhi,29,Female,No,5,0,103452.44
Bachelors,2014,Pune,26,Male,No,4,0,85533.57
Bachelors,2015,Bangalore,27,Male,No,5,0,81733.74
Bachelors,2017,Pune,29,Female,No,4,1,46806.71
Masters,2016,Pune,29,Male,No,4,1,83093.64
Bachelors,2017,Bangalore,26,Male,No,4,0,53930.94
Masters,2017,New Delhi,26,Female,No,4,0,74200.43
Masters,2012,New Delhi,29,Male,No,2,0,81152.54
Bachelors,2013,Bangalore,27,Male,No,5,0,97009.44
Bachelors,2012,Pune,26,Male,No,4,0,86419.53
Bachelors,2017,Bangalore,28,Female,No,2,1,66138.45
Bachelors,2013,New Delhi,30,Female,No,3,1,66690.84
Masters,2017,Pune,26,Female,No,4,1,55753.81
Bachelors,2013,Bangalore,26,Female,No,4,0,74720.53
Masters,2017,New Delhi,28,Female,No,2,0,57459.59
Bachelors,2017,New Delhi,27,Male,No,5,0,58031.3
PHD,2018,Bangalore,27,Male,No,5,1,78820.07
Bachelors,2013,Bangalore,30,Female,No,1,0,60726.1
Masters,2013,New Delhi,30,Male,No,0,1,81489.06
Masters,2018,New Delhi,26,Female,No,4,1,79460.12
Masters,2015,New Delhi,30,Male,No,2,0,92068.66
Bachelors,2012,Bangalore,29,Male,No,4,0,93707.65
Bachelors,2018,Bangalore,27,Male,Yes,5,1,89340.14
Masters,2017,Pune,28,Male,No,5,0,49983.05
Bachelors,2016,Pune,29,Male,No,3,1,48384.41
Bachelors,2015,Pune,27,Female,Yes,5,1,48818.22
Bachelors,2014,Bangalore,29,Male,No,4,0,98243.18
Bachelors,2014,Bangalore,27,Male,No,5,0,95137.53
Bachelors,2018,Pune,28,Male,No,5,1,74921.45
Bachelors,2012,Bangalore,28,Female,No,0,0,98639.61
Masters,2017,Pune,28,Male,No,2,0,47302.03
Masters,2015,Pune,27,Female,No,5,0,48162.44
Bachelors,2013,Bangalore,26,Female,No,4,0,87251.61
Bachelors,2014,Pune,29,Female,No,4,1,104167.93
Masters,2016,New Delhi,30,Male,No,3,0,62262.98
Bachelors,2014,Pune,26,Female,No,4,1,29935.7
Bachelors,2012,Pune,27,Female,No,5,1,45639.08
Bachelors,2017,Pune,30,Male,No,0,0,77155.94
Bachelors,2013,Pune,27,Male,No,5,0,72957.2
Bachelors,2017,New Delhi,30,Male,No,4,0,52224.5
Bachelors,2017,New Delhi,28,Female,No,4,0,54414.79
PHD,2016,Bangalore,30,Female,No,5,0,78373.31
Bachelors,2018,Bangalore,28,Male,No,1,1,96794.78
Bachelors,2017,Pune,29,Male,No,3,0,49710.82
Bachelors,2017,New Delhi,30,Male,No,1,1,39204.05
Bachelors,2015,Bangalore,27,Male,No,5,0,72246.04
Bachelors,2013,Pune,30,Male,No,0,0,59443.81
Bachelors,2018,Bangalore,26,Male,Yes,4,1,69526.78
Bachelors,2015,New Delhi,28,Female,No,3,0,96163.1
Masters,2017,New Delhi,26,Female,Yes,4,1,46989.88
Bachelors,2016,Pune,30,Female,No,1,1,61189.92
Masters,2014,New Delhi,28,Male,No,0,0,85420.96
Bachelors,2015,Bangalore,28,Male,No,2,0,79519.12
Masters,2015,Pune,30,Female,No,1,0,53087.98
Masters,2017,New Delhi,27,Female,No,5,0,31872.36
Bachelors,2014,Bangalore,26,Male,No,4,0,109718.9
Bachelors,2013,Pune,27,Male,No,5,0,68853.19
Bachelors,2016,Bangalore,30,Male,No,1,1,78794.77
Masters,2017,New Delhi,29,Male,No,2,0,78349.72
Bachelors,2012,Bangalore,30,Female,No,1,0,85301.4
Bachelors,2018,Bangalore,29,Male,No,3,1,52697.19
Masters,2018,Pune,29,Male,No,2,1,89454.6
Bachelors,2016,Bangalore,27,Female,No,5,0,73353.53
Bachelors,2017,New Delhi,28,Male,No,2,0,39187.35
Bachelors,2016,Bangalore,29,Female,No,0,1,77523.07
Bachelors,2016,New Delhi,29,Female,No,1,0,27928.82
Bachelors,2015,Pune,28,Female,No,0,1,53239.64
Bachelors,2012,Bangalore,29,Male,Yes,2,0,70028.71
PHD,2014,Bangalore,27,Male,No,5,0,75640.53
Bachelors,2013,Bangalore,27,Male,Yes,5,0,86308.4
Bachelors,2018,Bangalore,29,Female,No,3,1,81746.16
Masters,2017,New Delhi,30,Male,No,2,0,61314.55
Masters,2016,New Delhi,29,Female,No,1,1,89170.77
Bachelors,2012,Bangalore,26,Male,No,4,0,94582.46
Bachelors,2015,Pune,28,Male,No,5,0,78946.32
Bachelors,2017,New Delhi,29,Female,No,5,0,49403.27
Bachelors,2014,Bangalore,30,Male,No,0,0,72282.62
Bachelors,2017,Bangalore,30,Male,No,0,0,60518.89
Bachelors,2014,Pune,28,Male,No,2,0,100346.06
Bachelors,2013,New Delhi,28,Female,No,1,0,73363.68
Bachelors,2016,New Delhi,26,Female,No,4,0,80994.86
Bachelors,2012,New Delhi,28,Female,No,0,0,87498.47
Bachelors,2017,Bangalore,29,Male,No,0,0,73634.06
Bachelors,2018,Bangalore,27,Male,No,5,1,73311.0
Masters,2017,New Delhi,26,Male,No,4,1,52903.14
Bachelors,2017,New Delhi,26,Female,No,4,0,78021.13
Bachelors,2013,Bangalore,27,Male,No,5,1,76446.14
Bachelors,2014,Bangalore,26,Male,No,4,0,65715.33
Bachelors,2013,Pune,29,Female,No,0,1,49618.91
Bachelors,2013,Pune,28,Female,No,4,1,30004.48
Bachelors,2017,Bangalore,26,Male,No,4,0,90110.7
Bachelors,2015,Pune,28,Female,No,0,1,47912.25
Bachelors,2017,Bangalore,29,Male,No,1,0,86468.53
Bachelors,2013,Bangalore,29,Female,No,3,0,62003.29
Bachelors,2015,Bangalore,29,Male,No,5,0,89686.16
Bachelors,2017,New Delhi,30,Female,No,3,0,62074.06
Bachelors,2015,Pune,29,Male,No,0,0,95578.81
Bachelors,2013,Bangalore,27,Female,Yes,5,0,92854.71
Bachelors,2016,Bangalore,26,Male,No,4,0,77456.76
Bachelors,2014,Bangalore,27,Male,No,5,1,71017.14
Bachelors,2012,Bangalore,28,Male,No,2,0,66621.42
Bachelors,2017,Bangalore,27,Male,No,5,0,80659.53
Bachelors,2018,Bangalore,29,Male,No,0,1,84950.94
Bachelors,2017,Bangalore,29,Female,No,5,0,38399.92
Bachelors,2017,Bangalore,27,Male,No,5,0,77392.95
Masters,2017,Bangalore,27,Male,No,5,1,55221.72
Masters,2014,New Delhi,28,Female,No,2,0,79115.6
Bachelors,2012,New Delhi,27,Female,No,5,1,70671.39
Bachelors,2012,Bangalore,28,Male,No,0,0,67301.32
Masters,2017,Pune,27,Male,No,5,0,49777.46
Bachelors,2013,Bangalore,26,Male,No,4,0,68659.27
Bachelors,2013,New Delhi,27,Female,No,5,1,68101.46
Bachelors,2013,Bangalore,26,Female,No,4,1,51217.41
Bachelors,2012,Pune,27,Female,No,5,1,52680.11
Bachelors,2016,Pune,26,Female,No,4,1,71536.97
Bachelors,2017,New Delhi,27,Male,No,5,0,54081.41
Bachelors,2012,Bangalore,28,Female,No,3,0,82992.65
Bachelors,2015,Bangalore,26,Male,No,4,0,102663.99
Masters,2017,New Delhi,27,Male,No,5,0,79733.79
Bachelors,2013,Pune,30,Female,No,5,1,46261.92
Bachelors,2013,Pune,28,Male,No,0,0,91735.23
Bachelors,2012,Pune,26,Male,No,4,0,71427.31
Bachelors,2016,Bangalore,28,Male,No,3,1,83199.19
Masters,2015,Pune,26,Male,No,4,1,83595.31
Bachelors,2017,New Delhi,26,Female,No,4,0,43158.04
Masters,2017,Bangalore,26,Male,No,4,1,47492.11
Bachelors,2014,Bangalore,30,Female,No,2,0,79528.49
Bachelors,2014,Bangalore,29,Female,No,2,0,78434.37
Bachelors,2017,Pune,26,Male,Yes,4,0,79716.85
Bachelors,2013,Bangalore,28,Male,No,0,0,85001.76
Bachelors,2018,Bangalore,29,Male,No,1,1,83917.82
Bachelors,2016,Bangalore,30,Female,No,3,0,50872.91
Bachelors,2017,Bangalore,30,Male,No,0,1,92933.42
PHD,2015,New Delhi,29,Male,No,4,0,92598.45
Bachelors,2017,New Delhi,26,Female,No,4,0,53623.72
Bachelors,2013,Bangalore,26,Female,No,4,0,57171.16
Bachelors,2014,Bangalore,28,Female,No,5,0,29036.28
Bachelors,2014,Pune,30,Male,No,0,0,65637.52
Masters,2012,Bangalore,26,Female,No,4,1,91434.98
Bachelors,2013,New Delhi,26,Female,No,4,1,48124.11
Bachelors,2015,Bangalore,26,Male,No,4,0,78166.66
Bachelors,2016,New Delhi,29,Female,No,0,0,75704.97
Bachelors,2015,Bangalore,27,Female,No,5,0,92605.09
Masters,2018,New Delhi,28,Female,No,2,1,78606.69
PHD,2015,New Delhi,27,Female,No,5,0,55386.88
Masters,2013,Pune,30,Male,No,1,0,33224.06
Bachelors,2012,Pune,26,Male,No,4,0,88872.4
Bachelors,2015,Pune,26,Female,Yes,4,1,58075.46
Bachelors,2018,New Delhi,30,Female,Yes,3,1,79988.04
PHD,2013,New Delhi,30,Male,No,5,0,87930.11
Bachelors,2013,Bangalore,28,Male,No,0,0,80495.32
Masters,2014,New Delhi,26,Male,Yes,4,1,82905.75
Bachelors,2017,Bangalore,29,Male,No,1,0,82721.09
Bachelors,2013,Bangalore,26,Male,No,4,0,90189.09
Bachelors,2012,Pune,26,Male,No,4,0,88487.28
Bachelors,2014,Pune,26,Male,No,4,0,83530.39
Bachelors,2015,Pune,29,Male,No,0,0,90553.72
Bachelors,2014,Bangalore,26,Male,No,4,0,21346.41
Bachelors,2018,Bangalore,36,Male,No,2,1,81802.11
Bachelors,2018,Bangalore,37,Male,No,4,1,51285.36
Bachelors,2015,Pune,35,Female,No,0,1,74505.2
Bachelors,2013,Pune,32,Female,No,4,1,52477.42
Bachelors,2013,Pune,39,Female,No,0,1,30855.18
Bachelors,2018,Pune,32,Male,No,1,1,54374.95
PHD,2012,New Delhi,37,Female,No,5,0,83158.28
Bachelors,2012,Pune,31,Male,No,4,0,82414.88
Bachelors,2018,Pune,31,Male,No,1,1,80884.1
Bachelors,2017,Bangalore,33,Male,No,2,0,89400.69
Masters,2017,Pune,37,Male,No,2,0,46545.2
Bachelors,2014,Pune,31,Male,Yes,1,0,82547.65
Masters,2017,Bangalore,40,Female,No,4,0,81488.74
Bachelors,2017,New Delhi,32,Male,No,0,0,51104.08
Bachelors,2016,Bangalore,41,Male,No,0,0,55622.13
Bachelors,2018,Bangalore,35,Female,Yes,5,1,84869.78
Bachelors,2014,Pune,34,Male,No,3,0,87986.32
Bachelors,2017,Bangalore,31,Male,No,0,0,72441.61
Masters,2017,Bangalore,41,Female,No,2,1,72960.93
Bachelors,2015,Pune,41,Male,No,5,0,95042.25
Bachelors,2016,Bangalore,37,Female,No,0,0,89749.92
Bachelors,2018,Bangalore,32,Female,No,3,1,91184.12
Bachelors,2015,Bangalore,37,Male,Yes,3,0,98779.14
Bachelors,2016,Bangalore,32,Male,No,1,0,71421.29
Masters,2017,New Delhi,36,Female,No,5,0,82826.3
Bachelors,2014,Bangalore,36,Male,No,3,0,79701.47
Bachelors,2015,Bangalore,36,Male,No,5,0,68056.36
Bachelors,2017,Bangalore,41,Male,Yes,3,0,90516.49
Bachelors,2015,Pune,39,Male,No,3,0,82941.59
Bachelors,2013,Pune,37,Male,No,0,0,69502.88
Bachelors,2013,Bangalore,32,Male,No,1,0,72389.39
Bachelors,2012,Bangalore,36,Male,No,2,0,97038.15
Bachelors,2013,Bangalore,36,Male,No,4,0,80791.29
Bachelors,2014,Bangalore,36,Male,No,1,0,85015.12
Bachelors,2018,Bangalore,32,Female,Yes,2,1,95649.56
Bachelors,2018,Bangalore,34,Male,No,3,1,96078.46
Bachelors,2018,Bangalore,37,Male,Yes,5,1,69573.04
Bachelors,2018,Pune,40,Male,Yes,3,1,82591.9
Bachelors,2014,Pune,36,Female,No,3,1,49302.05
Bachelors,2017,Pune,38,Female,No,0,0,57973.85
Masters,2017,New Delhi,31,Female,No,0,1,49582.61
Bachelors,2013,New Delhi,41,Female,No,4,0,88784.22
Masters,2012,Bangalore,32,Male,No,3,1,54458.84
Bachelors,2017,New Delhi,41,Female,No,3,0,49698.97
Bachelors,2013,Pune,40,Male,No,5,0,74473.88
Bachelors,2014,Bangalore,38,Female,No,2,1,105087.87
Masters,2017,New Delhi,36,Male,No,5,0,45601.35
Bachelors,2013,New Delhi,33,Female,No,1,0,95516.65
Bachelors,2014,Bangalore,39,Male,Yes,0,0,65233.66
Bachelors,2013,Bangalore,39,Male,No,0,0,81583.9
Bachelors,2014,Bangalore,33,Male,No,4,0,76544.57
Bachelors,2017,Pune,32,Male,No,5,0,75060.63
Bachelors,2014,Bangalore,35,Female,No,2,1,93730.66
Bachelors,2014,Bangalore,36,Male,No,5,0,88860.22
Bachelors,2018,Pune,39,Female,No,0,1,51619.23
Bachelors,2013,Bangalore,37,Female,No,5,0,79360.02
Masters,2017,New Delhi,35,Female,No,2,1,61932.02
Bachelors,2017,Bangalore,36,Male,No,5,0,66502.47
Masters,2013,New Delhi,41,Male,No,0,0,80519.09
Bachelors,2017,Bangalore,33,Male,No,2,0,72035.49
Bachelors,2018,Bangalore,38,Male,No,2,1,84974.16
Bachelors,2015,Bangalore,34,Male,No,5,0,95642.27
Bachelors,2012,Bangalore,34,Male,No,1,0,60576.84
Bachelors,2015,Pune,35,Male,Yes,5,0,102497.23
Bachelors,2012,Bangalore,39,Female,No,2,0,62945.02
Bachelors,2012,Bangalore,41,Male,No,3,0,76582.01
Bachelors,2018,Bangalore,34,Male,Yes,2,1,77400.83
Masters,2015,Pune,35,Female,No,1,0,60894.92
Bachelors,2012,Bangalore,33,Male,No,2,0,73742.34
Bachelors,2015,Bangalore,39,Male,No,3,0,79594.15
Masters,2017,New Delhi,35,Male,Yes,2,0,45502.14
Bachelors,2017,New Delhi,31,Female,No,0,0,56858.2
Bachelors,2016,Bangalore,34,Male,Yes,4,0,95198.31
Bachelors,2013,Bangalore,40,Female,Yes,5,0,85930.41
Bachelors,2016,New Delhi,31,Female,No,4,0,73339.0
Bachelors,2016,Pune,33,Male,No,3,0,85856.59
Bachelors,2013,Bangalore,32,Male,No,5,0,70912.05
Masters,2017,New Delhi,31,Male,No,4,1,39957.74
Bachelors,2014,Bangalore,39,Male,No,2,0,93474.78
Bachelors,2016,Bangalore,33,Male,No,1,1,99978.1
Bachelors,2014,Bangalore,40,Female,No,4,0,81996.19
Bachelors,2016,Bangalore,39,Male,No,0,1,75350.24
Bachelors,2017,Bangalore,35,Male,Yes,2,0,95269.65
Bachelors,2017,Bangalore,32,Male,No,1,0,91492.01
Bachelors,2015,Pune,34,Female,No,5,1,57478.59
Bachelors,2017,Bangalore,40,Female,No,4,0,105847.93
Masters,2017,Pune,33,Male,No,4,1,70121.91
Bachelors,2015,Pune,36,Female,No,0,1,65278.32
Masters,2018,Bangalore,39,Male,No,3,1,81120.54
Bachelors,2012,Bangalore,37,Female,No,5,1,75064.89
Bachelors,2018,Bangalore,36,Male,No,1,1,69373.91
Bachelors,2017,New Delhi,39,Male,No,2,0,55396.86
Bachelors,2015,Pune,35,Female,Yes,4,1,40304.22
Masters,2018,New Delhi,41,Male,No,2,1,89048.48
Bachelors,2012,Pune,31,Male,No,5,0,77783.22
Bachelors,2015,Pune,36,Female,Yes,0,1,32937.3
Bachelors,2016,Bangalore,32,Male,No,1,0,91205.33
Bachelors,2017,Bangalore,37,Male,No,2,1,67393.78
Bachelors,2015,Pune,39,Female,No,4,1,48360.66
Bachelors,2012,Pune,34,Male,No,2,0,85220.82
Bachelors,2012,Bangalore,35,Female,No,1,0,85383.97
Bachelors,2015,Bangalore,40,Female,No,2,0,58230.07
Bachelors,2016,Bangalore,39,Female,No,1,0,82568.32
Bachelors,2017,Bangalore,39,Female,No,1,0,52415.05
Bachelors,2015,Pune,41,Female,No,3,1,77911.25
Bachelors,2012,Pune,40,Male,No,2,0,58094.04
Bachelors,2012,Bangalore,36,Male,No,3,0,37274.03
Bachelors,2017,New Delhi,33,Female,No,2,0,48855.56
Masters,2014,New Delhi,33,Male,No,2,0,99076.29
Masters,2018,New Delhi,40,Male,No,2,1,95667.18
Bachelors,2015,Pune,34,Female,No,2,1,43713.41
Bachelors,2014,Bangalore,33,Female,No,1,0,87054.29
Masters,2015,New Delhi,34,Male,No,5,1,31244.71
Masters,2017,New Delhi,40,Male,No,5,0,28667.53
Bachelors,2014,Bangalore,32,Male,No,4,0,74292.19
Bachelors,2017,New Delhi,38,Male,No,2,0,71968.38
Bachelors,2015,Bangalore,38,Male,No,4,0,77897.58
Bachelors,2015,Bangalore,32,Male,No,2,0,91953.26
Bachelors,2013,Bangalore,31,Female,Yes,3,1,100264.75
Bachelors,2015,Bangalore,39,Female,No,0,0,76387.54
Masters,2017,Pune,41,Male,Yes,2,0,43244.83
Bachelors,2015,Pune,35,Female,Yes,2,1,53557.24
Bachelors,2016,Pune,39,Male,No,5,0,70575.22
Bachelors,2014,Bangalore,40,Female,No,0,0,81372.92
Bachelors,2016,Bangalore,41,Male,No,1,0,91734.87
Masters,2015,Pune,34,Female,No,1,0,47831.65
Bachelors,2016,Pune,37,Female,No,5,1,36566.82
Bachelors,2017,New Delhi,36,Male,No,2,0,38697.71
Bachelors,2015,Pune,37,Male,No,1,0,60419.91
Masters,2015,Pune,40,Female,No,1,0,38597.53
Bachelors,2018,New Delhi,39,Female,Yes,0,1,82911.86
Bachelors,2017,New Delhi,36,Female,No,5,0,41783.19
Bachelors,2015,Bangalore,32,Female,No,2,1,62109.75
PHD,2015,Pune,31,Female,No,1,0,66957.7
Bachelors,2012,Bangalore,31,Male,No,4,0,96726.03
Bachelors,2013,New Delhi,36,Female,No,5,0,83404.15
Bachelors,2014,Bangalore,35,Male,No,3,0,82745.68
Masters,2013,New Delhi,33,Female,No,2,1,54911.53
Bachelors,2014,Bangalore,39,Male,Yes,1,0,113756.29
Bachelors,2015,Pune,35,Female,No,1,1,71273.33
Bachelors,2013,Bangalore,38,Female,No,4,0,56520.92
Masters,2017,Bangalore,39,Female,No,4,1,61533.45
Bachelors,2012,Bangalore,41,Male,No,3,0,75787.17
Bachelors,2014,Pune,35,Male,No,2,1,53224.43
Bachelors,2016,Pune,31,Male,No,1,0,82145.71
Bachelors,2017,New Delhi,32,Female,No,4,1,53758.46
Bachelors,2016,New Delhi,34,Male,No,1,0,83703.11
Bachelors,2014,Bangalore,34,Male,Yes,3,0,92656.7
Masters,2014,New Delhi,36,Male,No,1,1,82186.66
Masters,2017,Bangalore,41,Male,No,4,0,40712.93
Masters,2017,Pune,39,Female,No,3,0,44012.14
Masters,2017,New Delhi,38,Male,No,5,0,53155.41
Bachelors,2012,Bangalore,37,Male,No,4,0,61792.34
Bachelors,2015,Bangalore,38,Male,No,3,1,84579.48
Bachelors,2014,Bangalore,37,Male,No,4,0,114398.84
Bachelors,2017,Bangalore,34,Male,No,5,0,89301.22
Bachelors,2014,Bangalore,39,Male,No,5,0,38754.39
Masters,2017,New Delhi,38,Female,No,2,1,42562.96
Masters,2017,New Delhi,33,Male,No,5,0,87899.64
Bachelors,2012,Bangalore,33,Female,No,5,0,53174.71
Bachelors,2012,Bangalore,34,Male,No,4,0,70489.89
Bachelors,2016,Pune,32,Female,No,0,1,71307.35
Bachelors,2012,Bangalore,33,Female,Yes,0,0,85836.62
Masters,2013,Pune,37,Male,No,2,0,90195.43
Masters,2015,New Delhi,37,Male,No,2,1,104536.36
Bachelors,2013,New Delhi,37,Male,No,2,0,88072.39
Bachelors,2017,Bangalore,40,Male,Yes,1,0,80738.81
Masters,2016,New Delhi,32,Male,No,1,0,64546.75
Bachelors,2016,Bangalore,36,Female,No,5,1,95342.34
Bachelors,2014,Bangalore,36,Male,No,4,0,94446.37
Bachelors,2014,Bangalore,36,Female,No,1,1,89201.09
Masters,2017,New Delhi,31,Male,No,1,1,84171.64
Bachelors,2015,Bangalore,38,Male,Yes,4,0,72884.81
Masters,2017,New Delhi,38,Male,No,2,0,81927.77
Bachelors,2012,Pune,39,Male,No,2,0,80750.93
Bachelors,2014,Bangalore,37,Male,No,5,0,29494.95
Bachelors,2015,Pune,36,Female,No,1,1,27864.27
Bachelors,2013,Bangalore,35,Male,No,2,1,86231.62
Bachelors,2013,Pune,40,Female,No,5,1,69583.94
Bachelors,2014,Pune,40,Male,No,5,0,85811.34
Bachelors,2017,Bangalore,35,Female,No,3,0,70213.7
Bachelors,2012,Bangalore,41,Female,No,5,0,93989.06
Bachelors,2015,Bangalore,32,Male,No,4,0,87918.07
Bachelors,2013,Bangalore,41,Male,No,2,0,74012.64
Bachelors,2016,New Delhi,40,Female,No,1,1,70483.05
Bachelors,2017,Pune,40,Male,No,3,0,72589.67
Bachelors,2017,Bangalore,34,Male,No,3,1,67392.64
Masters,2017,New Delhi,36,Male,Yes,2,0,48165.89
